名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path,显示名字,prompt翻译
文文,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如蜂,枝尾,反舌,善呼,",prompt: 一只名为文文的神秘兽类，其形状如同蜜蜂，拥有分叉的尾巴和倒置的舌头，擅长发出各种声音。请以古代插画风格和传统中国美学的彩色水墨风格描绘，注重表现其独特的形态特征和灵动的声音特质。背景可设置在山林之间，周围点缀着奇花异草，增添几分神秘气息。,动物\兽名\文文.png,wenwen（文文）,"Prompt: A mysterious beast named Wenwen, shaped like a bee, with a forked tail and an upside-down tongue, is good at making various sounds. Please depict in the color ink style of ancient illustration style and traditional Chinese aesthetics, focusing on expressing its unique morphological characteristics and agile sound characteristics. The background can be set between mountains and forests, surrounded by exotic flowers and plants, adding a bit of mystery."
囂,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如禺,長臂,善投,",prompt: 一只名为囂的神兽，形似禺，拥有长长的臂膀，擅长投掷。其形象生动而神秘，长臂肌肉线条流畅有力，姿态矫健，仿佛随时准备跃起或投掷。背景为古朴的山水画卷，色彩以传统中国水墨画风格为主，淡雅中透出神秘的气息，展现出远古神话世界的独特魅力。,动物\兽名\囂.png,xiao（囂）,"Prompt: A mythical beast named Xiang, resembling a monkey, with long arms, good at throwing. Its image is vivid and mysterious, with smooth and powerful muscle lines on its long arms and a vigorous posture, as if ready to jump or throw at any time. The background is a simple landscape painting, and the colors are mainly in the style of traditional Chinese ink painting, which reveals a mysterious atmosphere in elegance, showing the unique charm of the ancient mythological world."
熊,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只巨大的山海经神兽熊，毛色乌黑发亮，体型庞大威猛，眼神中透露出野性与智慧。它站立于山林之间，周围是茂密的古木和奇花异草，背景为远山云雾缭绕，整个画面采用传统中国彩色水墨风格绘制，色彩淡雅而富有层次感，展现出古老神话中的神秘氛围。,动物\兽名\熊.png,xiong（熊）,"prompt: A huge mountain and sea scripture mythical beast bear, black and shiny fur, huge and mighty, and its eyes reveal wildness and wisdom. It stands between mountains and forests, surrounded by dense ancient trees and exotic flowers and plants, with distant mountains and mist in the background, and the whole picture is painted in the style of traditional Chinese color ink painting, with elegant and layered colors, showing the mysterious atmosphere in ancient myths."
犀,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代神兽犀，体型庞大如牛，皮毛呈现深棕色，头部有一对尖锐的独角，眼神炯炯有神，四肢强健有力，背景为幽静的山林，画面采用传统中国美学的彩色水墨风格，细腻描绘出犀的威严与神秘感。,动物\兽名\犀.png,xi（犀）,"prompt: The ancient mythical beast rhinoceros, the body is as large as a cow, the fur is dark brown, there is a pair of sharp horns on the head, the eyes are bright, the limbs are strong and powerful, the background is the quiet mountains and forests, the picture adopts the color ink style of traditional Chinese aesthetics, delicately depicting the majesty and mystery of the rhinoceros."
象,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨风格，兽名象，巨大而威严的生物，拥有长鼻子和庞大的身躯，皮肤呈现灰褐色，身上覆盖着古老的图腾纹样，背景为山海经中的神秘山脉，画面充满神话色彩和古老韵味。,动物\兽名\象.png,xiang（象）,"prompt: Traditional Chinese ink style, beast name, huge and majestic creature, with a long nose and a huge body, gray-brown skin, covered with ancient totem patterns, the background is the mysterious mountains in the Classic of Mountains and Seas, the picture is full of mythology and ancient charm."
𤢺,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如獳犬,有鱗,其毛如彘鬣,",prompt: 一只名为𤢺的神兽，其形状类似獳犬，身上覆盖着鳞片，毛发如同猪鬃一般。请以古代插画风格和传统中国美学的彩色水墨风格描绘，注重表现其独特的鳞片和鬃毛特征。背景可设置为山林或古朴的自然环境，增添神秘氛围。,动物\兽名\𤢺.png,xie（𤢺）,"prompt: A mythical beast named 𤢺, its shape resembles a badger, covered with scales, and its hair is like a pig's bristle. Please depict in the colorful ink style of ancient illustration style and traditional Chinese aesthetics, focusing on expressing its unique scale and mane characteristics. The background can be set as a mountain forest or a quaint natural environment, adding a mysterious atmosphere."
谿邊,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如狗,",prompt: 一只形似狗的神兽，名为谿边，其毛色斑斓如同水墨画中的细腻渲染，身体健硕而灵动，眼神中透露出智慧与神秘。背景为山川河流，采用传统中国美学的彩色水墨风格，画面古朴典雅，充满神话色彩。,动物\兽名\谿邊.png,xibian（谿邊）,"prompt: A mythical beast shaped like a dog, named Xibian, its colorful fur color is like a delicate rendering in ink painting, its body is strong and agile, and its eyes reveal wisdom and mystery. The background is mountains and rivers, using the color ink style of traditional Chinese aesthetics, the picture is simple and elegant, full of mythology."
玄豹,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只神秘的玄豹，身披深邃的黑色皮毛，上面点缀着如同夜空中星辰般的银色斑点。它的眼睛犹如两颗璀璨的宝石，在黑暗中闪烁着智慧与力量的光芒。背景是幽暗的山林，古老的树木和缭绕的雾气增添了几分神秘感。整个画面采用传统中国美学的彩色水墨风格，既有细腻的笔触也有留白的艺术处理，营造出一种悠远而宁静的氛围。,动物\兽名\玄豹.png,xuanbao（玄豹）,"Prompt: A mysterious leopard with deep black fur dotted with silver spots like stars in the night sky. Its eyes are like two shining jewels, shining with wisdom and strength in the darkness. The background is a dark mountain forest, with ancient trees and swirling fog adding a bit of mystery. The whole picture adopts the color ink style of traditional Chinese aesthetics, with both delicate brushstrokes and blank artistic treatment, creating a distant and tranquil atmosphere."
塵,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只名为塵的神秘野兽，它拥有着如同烟雾般的灰色皮毛，身体轻盈如风中的尘埃。塵的眼睛闪烁着智慧的光芒，四肢修长有力，能够在空中自由地飞翔。背景是古老的山林，云雾缭绕，树木苍翠，整体呈现出一种梦幻而幽静的氛围，色彩以淡雅的水墨风格为主。,动物\兽名\塵.png,chen（塵）,"Prompt: A mysterious beast called Dust, with gray fur like smoke and a body as light as dust in the wind. Chen's eyes shone with wisdom, and his limbs were slender and powerful, allowing him to fly freely in the air. The background is an ancient mountain forest, shrouded in clouds and mist, and the trees are green, presenting a dreamy and quiet atmosphere as a whole, and the colors are mainly elegant ink style."
㚟,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只神秘的上古兽类，名为㚟，其形象参考古代插画中的神兽，体态矫健有力，身披五彩斑斓的鳞甲，头部有类似龙角的装饰，眼神中透露出智慧与威严。背景为传统中国山水画风格，山峦起伏，云雾缭绕，整幅画面采用彩色水墨技法绘制，展现出一种古老而神秘的气息。,动物\兽名\㚟.png,chuo（㚟）,"prompt: A mysterious ancient beast named 㚟, its image is a reference to the mythical beast in ancient illustrations, its body is vigorous and powerful, dressed in colorful scales, its head is decorated with dragon horns, and its eyes reveal wisdom and majesty. The background is in the style of traditional Chinese landscape painting, with undulating mountains and clouds and mist, and the whole picture is painted using color ink techniques, showing an ancient and mysterious atmosphere."
赤豹,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只赤豹，身姿矫健，毛色如火般鲜艳，眼神锐利，四肢强健有力，背景为山林，采用古代插画风格和传统中国美学的彩色水墨风格，画面充满神秘与野性。,动物\兽名\赤豹.png,chibao（赤豹）,"prompt: A red leopard, with a vigorous posture, bright fur color like fire, sharp eyes, strong and powerful limbs, the background is mountains and forests, using the color ink style of ancient illustration style and traditional Chinese aesthetics, the picture is full of mystery and wildness."
從從,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如犬,六足,其鳴自詨,",prompt: 一只六足的神兽，其形态如同犬类，身体覆盖着细腻的毛发，六只脚均匀分布在身体两侧，每只脚都显得异常健壮有力。它的眼睛明亮有神，透露出一种神秘而古老的智慧。从從的叫声独特，仿佛在呼唤自己的名字。背景采用传统中国水墨画风格，色彩以淡雅为主，辅以山石、云雾等自然元素，营造出一种幽远而神秘的氛围。,动物\兽名\從從.png,congcong（從從）,"prompt: A six-legged mythical beast, its shape is like a dog, its body is covered with fine hair, and its six feet are evenly distributed on both sides of the body, and each foot looks extremely strong and powerful. Its eyes are bright and divine, revealing a mysterious and ancient wisdom. The call from the servant is unique, as if calling his own name. The background adopts the style of traditional Chinese ink painting, and the colors are mainly elegant, supplemented by natural elements such as mountains and rocks, clouds and mist, creating a secluded and mysterious atmosphere."
乗黄,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如狐,其背上有角,乗之壽二千嵗,",prompt: 乗黄，其状如狐，背部生有奇异的角，乘之可寿二千年。请以古代插画风格和传统中国美学的彩色水墨风格描绘，背景为云雾缭绕的山林，画面中有一只狐狸般的灵兽，背部生长着一对弯曲而优雅的角，毛色如流光溢彩，周围环绕着祥云和仙气，整体氛围神秘而宁静。,动物\兽名\乗黄.png,chenghuang（乗黄）,"Prompt: Yellow, it looks like a fox, with strange horns on its back, and can live for two thousand years. Please depict in the color ink style of ancient illustration style and traditional Chinese aesthetics, the background is cloudy mountains and forests, there is a fox-like spirit beast in the picture, a pair of curved and elegant horns growing on the back, the color of the fur is like a streamer, surrounded by auspicious clouds and fairy energy, the overall atmosphere is mysterious and peaceful."
玄虎,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只神秘的玄虎，身披深邃如夜的黑色皮毛，眼神锐利如同星辰。它体态矫健，肌肉线条流畅，四肢强健有力，尾巴长而粗壮。背景为幽暗的山林，月光洒在古老的树木上，营造出一种神秘而庄严的氛围。画风参考古代插画风格和传统中国美学的彩色水墨风格，色彩以黑、白、灰为主，辅以淡淡的蓝色和绿色。,动物\兽名\玄虎.png,xuanhu（玄虎）,"prompt: A mysterious black tiger, dressed in black fur as deep as night, with eyes as sharp as stars. It has a vigorous posture, smooth muscle lines, strong and powerful limbs, and a long and thick tail. The background is a dark mountain forest, and the moonlight shines on the ancient trees, creating a mysterious and solemn atmosphere. The painting style refers to the color ink style of ancient illustration style and traditional Chinese aesthetics, and the colors are mainly black, white and gray, supplemented by light blue and green."
玄狐,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"蓬尾,",prompt: 一只神秘的玄狐，拥有蓬松华丽的尾巴，全身覆盖着深邃的黑色毛发，在月光下闪烁着微弱的蓝光。它的眼睛如同明亮的星辰，透露出智慧与狡黠。背景是幽静的山林，古树参天，溪流潺潺，画面采用传统中国美学的彩色水墨风格，细腻地描绘出玄狐在夜色中的灵动姿态。,动物\兽名\玄狐.png,xuanhu（玄狐）,"Prompt: A mysterious black fox with a fluffy and gorgeous tail, covered in deep black hair, shimmering faintly blue in the moonlight. Its eyes are like bright stars, revealing wisdom and cunning. The background is a quiet mountain forest, towering ancient trees, and gurgling streams, and the picture adopts the color ink style of traditional Chinese aesthetics, delicately depicting the smart posture of the black fox in the night."
猲狙,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如狼,赤首,鼠目,其音如豚,食人,",prompt: 一只外形类似狼的神兽，名为猲狙，头部呈现鲜艳的红色，眼睛如同老鼠般小巧而锐利。它发出的声音宛如小猪的叫声，但其性情凶猛，以人类为食。请用传统中国美学的彩色水墨风格描绘这一神秘生物，背景可以是山林或古战场，增添几分荒凉与恐怖的氛围。,动物\兽名\猲狙.png,xieju（猲狙）,"Prompt: A mythical beast that resembles a wolf, called the monkey sniper, has a bright red head and small and sharp eyes like a mouse. It makes a sound like a piglet's cry, but its temperament is fierce and feeds on humans. Depict this mysterious creature in the color ink style of traditional Chinese aesthetics, and the background can be a mountain forest or an ancient battlefield, adding a bit of desolation and horror."
犀渠,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如牛,蒼身,其音如嬰兒,是食人,",prompt: 一只名为犀渠的神秘野兽，其形状如同牛一般，身体呈现苍蓝色，它发出的声音宛如婴儿啼哭，据说这种野兽会吃人。请以古代插画风格和传统中国美学的彩色水墨风格描绘这只犀渠，背景可以是山林或荒野，色彩上采用深蓝、墨绿等冷色调，营造出一种神秘而危险的氛围。,动物\兽名\犀渠.png,xiqu（犀渠）,"Prompt: A mysterious beast called Xiqu, shaped like a cow, with a pale blue body, makes a sound like a baby crying, and is said to eat people. Please depict this rhinoceros canal in the style of ancient illustration and the colorful ink style of traditional Chinese aesthetics, the background can be mountains or wilderness, and the colors are dark blue, dark green and other cool tones to create a mysterious and dangerous atmosphere."
猩猩,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"青獸,人靣,",prompt: 青色的兽类，拥有人类的面孔，参考古代插画风格和传统中国美学的彩色水墨风格，描绘一只神秘的猩猩，其毛发呈深青色，面容与人类相似，眼神中透露出智慧与好奇，背景为山林幽谷，充满神秘气息。,动物\兽名\猩猩.png,xingxing（猩猩）,"prompt: A cyan beast with a human face, referring to the ancient illustration style and the colorful ink style of traditional Chinese aesthetics, depicting a mysterious orangutan with dark blue hair, a face similar to a human, wisdom and curiosity in his eyes, and a mysterious atmosphere in the background."
吁咽,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古典中国神话中的兽吁咽，形象为一只巨大的四足兽，身体覆盖着青色的鳞片，头部有类似龙的角和鬃毛，眼睛如红宝石般明亮。它栖息于幽深的山谷之中，周围环绕着云雾缭绕的山峦和茂密的古木，背景是水墨风格的山水画，色彩以淡雅的青绿为主，点缀以淡淡的紫色和金色，营造出神秘而宁静的氛围。,动物\兽名\吁咽.png,xuyan（吁咽）,"prompt: The beast in classical Chinese mythology is depicted as a giant quadruped beast with a body covered with cyan scales, dragon-like horns and mane on its head, and eyes as bright as rubies. It is nestled in a deep valley, surrounded by misty mountains and dense ancient trees, with ink-style landscape paintings in the background, dominated by elegant turquoise and embellished with hints of purple and gold, creating a mysterious and serene atmosphere."
禺,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学彩色水墨风格，古代神话中的兽名禺，形象为一只有着虎身、人面、鸟翼的神秘生物，它在山林间翱翔，周围环绕着淡淡的云雾和古老的树木，背景是远山和流水，画面充满了神秘而宁静的气息。,动物\兽名\禺.png,yu（禺）,"prompt: Traditional Chinese aesthetic color ink style, the ancient mythological beast name Yu, the image of a mysterious creature with a tiger body, human face, and bird wings, it soars in the mountains and forests, surrounded by faint clouds and ancient trees, with distant mountains and flowing water in the background, and the picture is full of mysterious and tranquil atmosphere."
猿,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt：一只古老的猿猴，身姿矫健，毛发浓密而富有光泽，眼神灵动且充满智慧。它站立于山林之间，背景是连绵起伏的山脉和茂密的森林，色彩以传统中国水墨画风格为主，使用淡雅的墨色与彩色渲染，展现出一种古朴而神秘的气息。,动物\兽名\猿.png,yuan（猿）,"prompt: An ancient ape with a vigorous posture, thick and shiny hair, smart and intelligent eyes. It stands between mountains and forests, with rolling mountains and dense forests in the background, and the colors are mainly in the style of traditional Chinese ink painting, using elegant ink and color rendering, showing a simple and mysterious atmosphere."
羊,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代神话中的羊，兽名，形象参考《山海经》中描述的奇异生物，结合传统中国美学的彩色水墨风格，背景为山林间，羊的形象温顺而神秘，毛色为淡雅的青灰色，眼神温和，角弯曲如云纹，四周环绕着淡淡的雾气，营造出一种梦幻般的氛围。,动物\兽名\羊.png,yang（羊）,"prompt: Sheep in ancient mythology, beast name, image reference to the strange creatures described in the ""Classic of Mountains and Seas"", combined with the color ink style of traditional Chinese aesthetics, the background is the mountains and forests, the image of the sheep is docile and mysterious, the coat color is elegant blue-gray, the eyes are gentle, the horns are curved like clouds, surrounded by a faint mist, creating a dreamlike atmosphere."
蜮,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt：古代神话中的蜮，一种神秘的兽类，身体覆盖着暗绿色的鳞片，头部类似鱼，长有尖锐的角，眼睛如同深邃的红宝石。它生活在幽暗的水域中，能够喷射毒液攻击敌人。请以传统中国美学的彩色水墨风格绘制，背景为古老的山川和清澈的湖泊，画面充满神秘而古老的气息。,动物\兽名\蜮.png,yu（蜮）,"prompt: The ancient myth of the dragon, a mysterious beast with a body covered with dark green scales, a head similar to a fish, sharp horns, and eyes like deep rubies. It lives in dark waters and is capable of spraying venom to attack enemies. Please paint in the colorful ink style of traditional Chinese aesthetics, with ancient mountains and clear lakes in the background, the picture is full of mystery and antiquity."
蝯,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只古老的兽类，名为蝯，体态似猿猴但更为庞大，毛发浓密呈深棕色，四肢粗壮有力，面部表情威严而神秘。背景为山林幽谷，古木参天，云雾缭绕，画面风格参考古代插画和传统中国彩色水墨画，色彩以淡雅的绿色和棕色为主，营造出一种古老而神秘的氛围。,动物\兽名\蝯.png,yuan（蝯）,"prompt: An ancient mammal, called the beast, is ape-like but larger, with thick dark brown hair, thick and powerful limbs, and a majestic and mysterious facial expression. The background is mountains and valleys, ancient trees towering, clouds and mist, the picture style refers to ancient illustrations and traditional Chinese color ink paintings, and the colors are mainly elegant green and brown, creating an ancient and mysterious atmosphere."
猨,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只古老的猨，兽名，形象源自《山海经》，它拥有敏捷的身手和智慧的眼神，体态矫健，毛色呈深棕色，四肢强健有力，长尾卷曲，栖息在茂密的山林中。画面采用传统中国美学的彩色水墨风格，背景为幽静的山谷和苍翠的古树，充满神秘与古老的气息。,动物\兽名\猨.png,yuan（猨）,"prompt: An ancient monkey, the name of the beast, the image is derived from the ""Classic of Mountains and Seas"", it has agile skills and wise eyes, a vigorous posture, dark brown fur, strong and powerful limbs, a long curly tail, and inhabits dense mountains and forests. The painting adopts the color ink style of traditional Chinese aesthetics, with a quiet valley and verdant ancient trees in the background, full of mystery and antiquity."
𤣎如,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如鹿,白尾,馬足,人手,四角,",prompt: 一只名为𤣎如的神兽，其形状像鹿，拥有白色的尾巴和马的蹄子，前肢却长着人的手。它头上长有四只角，形象神秘而威严。请以古代插画风格和传统中国美学的彩色水墨风格描绘这只神兽，背景可以是山林或云雾缭绕的仙境，展现出它的独特气质和神话色彩。,动物\兽名\𤣎如.png,yingru（𤣎如）,"Prompt: A mythical beast named 𤣎Ru, which resembles a deer, has a white tail and horse's hooves, but has human hands on its forelimbs. It has four horns on its head, and its image is mysterious and majestic. Please depict this mythical beast in the style of ancient illustration and traditional Chinese aesthetics, and the background can be mountains and forests or cloudy wonderlands, showing its unique temperament and mythical colors."
狕,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如豹,文首,",prompt: 狕物名稱：狕，其狀如豹，頭部有花紋，參考古代插畫風格和傳統中國美學的彩色水墨風格，背景為山林環境，整體呈現出神秘而古樸的氛圍。,动物\兽名\狕.png,yao（狕）,"prompt: The name of the monk: The name of the monk, it resembles a leopard, with patterns on its head, referring to the ancient illustration style and the colorful ink style of traditional Chinese aesthetics, with a mountain and forest environment in the background, presenting a mysterious and simple atmosphere as a whole."
葱聾,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如羊,赤鬛,",prompt: 一只名为葱聾的神兽，其形状像羊，拥有红色的鬛毛，身姿矫健。请以古代插画风格和传统中国美学的彩色水墨风格描绘，背景为山林间的幽静景色，色调以淡雅为主，突出神兽的独特气质。,动物\兽名\葱聾.png,conglong（葱聾）,"Prompt: A mythical beast called the green onion deaf, which resembles a sheep and has red manes and a vigorous posture. Please depict in the color ink style of ancient illustration style and traditional Chinese aesthetics, with the quiet scenery of the mountains and forests in the background, and the color palette is mainly elegant, highlighting the unique temperament of the mythical beast."
