名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path,显示名字,prompt翻译
鮨魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"魚身,犬首,其音如嬰兒,",prompt: 鮨魚，鱼身犬首的神秘生物，其叫声如同婴儿啼哭。请以《山海经》中的描述为基础，绘制出这种奇异的鱼类。画面中，鮨魚在清澈的水中游动，身体呈流线型，鳞片细腻且色彩斑斓，头部则是一只狗的头，眼睛灵动有神，嘴巴微张仿佛正在发出婴儿般的啼哭声。背景为古典山水，采用传统中国美学的彩色水墨风格，营造出一种古老而神秘的氛围。,动物\鱼名\鮨魚.png,yiyu（鮨魚）,"prompt: Sushi, a mysterious creature with a fish body and a dog's head, its cry is like a baby's cry. Please draw this strange fish based on the description in the ""Classic of Mountains and Seas"". In the picture, the sushi swims in the clear water, its body is streamlined, its scales are delicate and colorful, and its head is the head of a dog, with smart eyes and a slightly open mouth as if it is making a baby-like cry. The background is a classical landscape, using the colorful ink style of traditional Chinese aesthetics, creating an ancient and mysterious atmosphere."
鱅鱅之魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如犂牛,其音如彘鳴,",prompt: 鱅鱅之魚，其状如犂牛，其音如彘鸣。请描绘一只外形似犁牛的奇特鱼类，体态庞大而有力，皮肤上覆盖着类似牛皮的粗糙纹理。鱼身呈现出深棕色与灰色交织的色彩，鳞片在阳光下闪烁着微光。鱼头部分宽大，眼睛圆润且炯炯有神，嘴巴宽阔，仿佛随时准备发出猪一般的叫声。背景为一片幽静的水域，水面波光粼粼，远处可见山峦起伏，画面采用传统中国美学的彩色水墨风格，展现出一种神秘而古老的氛围。,动物\鱼名\鱅鱅之魚.png,yongyongzhiyu（鱅鱅之魚）,"Prompt: The fish of the carp resembles a calf, and its sound is like the crowing of a pig. Picture a peculiar fish that resembles a plow ox, with a large and powerful body covered in a rough texture resembling cowhide. The fish body has a dark brown and gray intertwined color, and the scales shimmer in the sun. The head of the fish is wide, the eyes are round and piercing, and the mouth is wide, as if ready to make a pig-like cry at any time. The background is a quiet water, the water surface is sparkling, and the mountains can be seen in the distance, and the picture adopts the color ink style of traditional Chinese aesthetics, showing a mysterious and ancient atmosphere."
赤鱬,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"狀如魚,人面,音如鴛鴦,",prompt: 一只状如鱼的神秘生物，头部有着人类的面容，身体覆盖着鳞片，尾巴长而有力。它发出的声音如同鸳鸯的鸣叫，既悠扬又动听。背景为山海经中常见的山水景象，采用传统中国美学的彩色水墨风格绘制。,动物\鱼名\赤鱬.png,chiru（赤鱬）,"Prompt: A mysterious fish-like creature with a human face on its head, a body covered in scales, and a long, powerful tail. The sound it makes is like the chirping of mandarin ducks, which is both melodious and beautiful. The background is a common landscape scene in the Classic of Mountains and Seas, painted in the color ink style of traditional Chinese aesthetics."
珠蟞魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如肺,有目,六足,有珠,其味酸甘,",prompt: 一只名为珠蟞魚的神秘生物，其形状如同肺叶，拥有六条腿和一双眼睛，体内藏有珍贵的珍珠。它的味道酸甜可口。请以古代插画风格和传统中国美学的彩色水墨风格绘制，注重描绘其独特的形态和神秘色彩。,动物\鱼名\珠蟞魚.png,zhubieyu（珠蟞魚）,"Prompt: A mysterious creature called the beadfish, shaped like a lung lobe, has six legs and a pair of eyes, and contains precious pearls in its body. It has a sweet and sour taste. Please draw in the color ink style of ancient illustration style and traditional Chinese aesthetics, focusing on depicting its unique form and mysterious color."
䲃魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如鯉,雞足,",prompt: 《山海经》中的䲃鱼，其状如鲤鱼，但具有鸡的脚爪。请绘制一只融合了鲤鱼和鸡足特征的奇异生物，画面采用传统中国美学的彩色水墨风格，背景为古老的山水景色，色彩淡雅，线条流畅，展现出神秘而古朴的氛围。,动物\鱼名\䲃魚.png,zaoyu（䲃魚）,"prompt: The fish in the ""Classic of Mountains and Seas"" looks like a carp, but has the claws of a chicken. Please draw a strange creature that combines the characteristics of carp and chicken feet, the picture adopts the color ink style of traditional Chinese aesthetics, the background is ancient landscape scenery, the colors are elegant, the lines are smooth, showing a mysterious and simple atmosphere."
茈魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"狀如鮒,一首,十身,其臭如蘪蕪,",prompt: 一只奇特的鱼类，名为茈魚，其形态类似鲫鱼，但拥有一个头部和十个身体。整体呈现出一种神秘而古老的美感，散发着如同蘪蕪般的独特香气。请以古代插画风格和传统中国美学的彩色水墨风格描绘这只神奇的生物，注重展现其独特的多身结构和神秘气息。背景可以是清澈的河流或湖泊，水面上漂浮着几朵莲花，增添几分宁静与和谐。,动物\鱼名\茈魚.png,ciyu（茈魚）,"prompt: A peculiar fish called a crucian carp that resembles crucian carp but has a head and ten bodies. The whole presents a mysterious and ancient beauty, exuding a unique aroma like turnips. Please depict this magical creature in the style of ancient illustration and traditional Chinese aesthetics, focusing on its unique multi-body structure and mysterious atmosphere. The background can be a clear river or lake, with several lotus flowers floating on the water, adding a touch of tranquility and harmony."
箴魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如鯈,其喙如箴,",prompt: 箴鱼，其状如鲦，其喙如箴，身体修长，鳞片细腻，色彩斑斓，宛如古代彩绘中的神鱼。它的眼睛明亮有神，尾巴轻盈飘逸，游动时仿佛在水中舞蹈，展现出一种古典而神秘的美感。背景为淡雅的水墨山水，水波荡漾，山峦隐约可见，整体画面充满诗意与古韵。,动物\鱼名\箴魚.png,zhenyu（箴魚）,"prompt: The fish, which looks like a minnow, has a beak like a needle, a slender body, delicate scales, and colorful colors, like a mythical fish in ancient paintings. Its eyes are bright and spirited, its tail is light and flowing, and it swims as if dancing in water, showing a classical and mysterious beauty. The background is an elegant ink landscape, the water is rippling, the mountains are faintly visible, and the overall picture is full of poetry and ancient charm."
鱄魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如鮒,彘毛,其音如豚,",prompt: 一只名为鱄鱼的神秘生物，其形状如同鲫鱼，但全身覆盖着猪毛般的细密毛发，当它在水中游动时发出类似小猪的叫声。画面采用传统中国美学的彩色水墨风格，背景为古代山水，水中倒映着远处的山峦和树木，整体色调以淡雅为主，突出鱄鱼的独特形态和神秘氛围。,动物\鱼名\鱄魚.png,zhuanyu（鱄魚）,"Prompt: A mysterious creature called a carp, shaped like a crucian car, but covered in fine hair like pig hair, making a pig-like cry when it swims in the water. The picture adopts the color ink style of traditional Chinese aesthetics, the background is ancient landscapes, the mountains and trees in the distance are reflected in the water, and the overall color tone is mainly elegant, highlighting the unique form and mysterious atmosphere of the carp."
鱣魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一条古老的鱣魚在清澈的水中游弋，身体修长而有力，鳞片闪耀着银色光泽。它的眼睛明亮有神，鱼鳍轻盈地摆动，尾巴如扇子般展开。背景是典型的中国传统水墨画风格，淡雅的色彩与细腻的笔触勾勒出水波荡漾的效果，远处可见青山绿水，云雾缭绕，营造出一种宁静而神秘的氛围。,动物\鱼名\鱣魚.png,zhanyu（鱣魚）,"prompt: An ancient sturgeon swims in clear water, its body slender and powerful, and its scales shimmering with a silvery sheen. Its eyes are bright and spirited, its fins swing lightly, and its tail spreads out like a fan. The background is a typical traditional Chinese ink painting style, with elegant colors and delicate brushstrokes outlining the effect of rippling water, and green mountains and green waters can be seen in the distance, shrouded in clouds and mist, creating a peaceful and mysterious atmosphere."
鮆魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一条古老的鮆鱼，体态修长，鳞片闪烁着银白色的光泽，身体两侧点缀着淡蓝色的斑点。它的眼睛大而明亮，仿佛能洞察水下的秘密。背景是深邃的江河，水草摇曳，几缕阳光穿透水面，形成斑驳陆离的光影效果。整个画面采用传统中国美学的彩色水墨风格，细腻地描绘出鮆鱼在水中游弋的姿态，充满古朴而神秘的气息。,动物\鱼名\鮆魚.png,ciyu（鮆魚）,"prompt: An ancient catfish with a slender body, scales shimmering with silvery-white luster, and pale blue spots dotted on the sides of its body. Its eyes are large and bright, as if they can see into the secrets of the underwater. In the background is a deep river, swaying water and grass, and a few rays of sunlight penetrate the water, forming a mottled light and shadow effect. The whole picture adopts the color ink style of traditional Chinese aesthetics, delicately depicting the posture of catfish swimming in the water, full of simple and mysterious atmosphere."
大鯾,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"居海中,",prompt: 一只巨大的鱼，名为大鯾，居住在深海之中。其身长数丈，鳞片如银，闪烁着神秘的光芒。大鯾的眼睛如同两颗明亮的宝石，能够在黑暗的海底中清晰视物。它悠游于碧波荡漾的海水中，周围环绕着五彩斑斓的珊瑚和各种奇异的海洋生物。画面采用传统中国美学的彩色水墨风格，展现出一种宁静而神秘的氛围。,动物\鱼名\大鯾.png,dabian（大鯾）,"prompt: A huge fish called the giant carp that lives in the deep sea. Its body is several feet long, its scales are like silver, and it shines with a mysterious light. The eyes of the giant crucian carp are like two bright gems, capable of seeing clearly in the dark seabed. It swims in the rippling waters, surrounded by colorful corals and a variety of exotic marine life. The painting adopts the color ink style of traditional Chinese aesthetics, showing a serene and mysterious atmosphere."
䰷魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如龞,其音如羊,",prompt: 《山海经》中的䰷魚，其形状像龟，声音像羊。请绘制一只具有古代插画风格和传统中国美学的彩色水墨风格的䰷魚，它拥有龟的外形特征，如坚硬的壳和四足，但头部和尾巴与普通鱼类相似，同时在画面中表现出它发出类似羊叫声的声音波纹。背景可以是幽静的山水，增添神秘感。,动物\鱼名\䰷魚.png,bangyu（䰷魚）,"prompt: The fish in the ""Classic of Mountains and Seas"" looks like a turtle and sounds like a sheep. Please draw a fish in the style of colorful ink painting with ancient illustration style and traditional Chinese aesthetics, which has the appearance characteristics of a turtle, such as a hard shell and four legs, but the head and tail are similar to ordinary fish, while showing in the picture that it emits sound ripples similar to sheep's crows. The background can be a quiet landscape, adding a sense of mystery."
大蟹,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"在海中,",prompt: 一只巨大的螃蟹在海中游弋，蟹壳坚硬且呈深蓝色，带有波浪状的纹理，仿佛与海水融为一体。八只强壮的蟹腿在水中划动，展现出强大的力量。两只巨大的蟹钳张开，显得威风凛凛。背景是蔚蓝的大海，海浪轻轻拍打着水面，远处有几座朦胧的海岛。整体画面采用传统中国彩色水墨风格，线条流畅，色彩淡雅，充满神秘而宁静的氛围。,动物\鱼名\大蟹.png,daxie（大蟹）,"prompt: A huge crab swimming in the sea, the crab shell is hard and dark blue, with a wavy texture that seems to merge with the sea water. Eight strong crab legs paddle through the water, showing great strength. The two huge crab claws are open, looking majestic. The background is the blue sea, the waves gently lap the water, and there are several hazy islands in the distance. The overall picture adopts the traditional Chinese color ink style, with smooth lines and elegant colors, full of mysterious and tranquil atmosphere."
䱱魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"狀如盩蜼,長距,足白而對,",prompt: 䱱魚，状如盩蜼，长距，足白而对。请以古代插画风格和传统中国美学的彩色水墨风格描绘此鱼。其身形修长，弯曲似灵猴盩蜼，两足相对生长，足部洁白如雪，细长的腿仿佛在水中轻盈跳跃。背景为幽静的水下世界，点缀着几株水草和细腻的波纹，色彩以淡雅为主，展现出一种神秘而宁静的氛围。,动物\鱼名\䱱魚.png,tiyu（䱱魚）,"Prompt: Fish, shaped like a dragonfly, long distance, with white feet and facing each other. Please depict this fish in the style of ancient illustration and the colorful ink style of traditional Chinese aesthetics. Its body is slender, curved like a spirit monkey, its legs grow opposite each other, its feet are as white as snow, and its slender legs seem to jump lightly in the water. The background is a quiet underwater world, dotted with a few aquatic plants and delicate ripples, and the colors are mainly elegant, showing a mysterious and tranquil atmosphere."
䱱魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 䱱魚，一种古老的鱼类，生活在清澈的溪流中。请根据《山海经》中的描述绘制一幅彩色水墨风格的图像。䱱魚体型修长，鳞片细腻而有光泽，颜色以青绿色为主，点缀着淡淡的金色斑点。鱼鳍宽大而透明，尾鳍呈扇形，游动时如同轻盈的羽毛在水中飘动。背景为一条蜿蜒流淌的溪流，溪水清澈见底，两岸长满了翠绿的水草和奇花异草，远处是连绵起伏的青山，整个画面充满了古朴而神秘的气息。,动物\鱼名\䱱魚.png,tiyu（䱱魚）,"prompt: Fish, an ancient fish that lives in clear streams. Please draw a colorful ink style image according to the description in the ""Classic of Mountains and Seas"". The fish is slender, with delicate and shiny scales, and the color is mainly turquoise, dotted with faint golden spots. The fins are wide and transparent, and the caudal fin is fan-shaped, and when it swims, it flutters like light feathers in the water. The background is a meandering stream, the water is crystal clear, the banks are covered with emerald green aquatic plants and exotic flowers, and in the distance are rolling green mountains, the whole picture is full of simple and mysterious atmosphere."
鮒,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一条古朴典雅的彩色水墨风格鮒鱼，鱼身修长而富有曲线，鳞片细腻且闪耀着微光。鱼头圆润，眼睛灵动有神，嘴部微微张开，仿佛在水中轻轻呼吸。鱼鳍轻盈飘逸，尾鳍宽大如扇，随着水流轻轻摆动。背景是淡雅的水墨山水，远处山峦起伏，近处水草摇曳，整体画面充满诗意与宁静之美。,动物\鱼名\鮒.png,fu（鮒）,"prompt: A simple and elegant colorful ink style crucian carp, the fish body is slender and curvy, the scales are delicate and shining. The fish has a round head, smart eyes, and a slightly open mouth, as if breathing gently in the water. The fins are light and flowing, and the caudal fin is as wide as a fan, swaying gently with the current. The background is an elegant ink landscape, with undulating mountains in the distance and swaying water and grass nearby, and the overall picture is full of poetic and tranquil beauty."
飛魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如鮒魚,",prompt: 飞鱼，其状如鲋鱼，身体修长，鳞片闪耀着金属光泽，双鳍宽大如同翅膀，能够在水面滑翔。画面采用传统中国美学的彩色水墨风格，背景为波光粼粼的海面和远处朦胧的山峦，飞鱼在空中翱翔，姿态优雅，仿佛在水中游动一般自如。,动物\鱼名\飛魚.png,feiyu（飛魚）,"prompt: Flying fish, which looks like a crucian carp, has a slender body, shining with metallic scales, and its fins are as wide as wings, and it can glide on the water. The painting adopts the color ink style of traditional Chinese aesthetics, with the background of the sparkling sea and the hazy mountains in the distance, and the flying fish soar in the air, with an elegant posture, as if swimming freely in the water."
䰽䰽之魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 《山海经》中的䰽䰽之魚，形象为一种神秘的深海鱼类，身体细长而弯曲，鳞片闪耀着幽蓝色的光芒。头部有一对巨大的眼睛，能够发出微弱的蓝光，在黑暗中如同星辰般闪烁。鱼鳍宽大而透明，边缘带有淡淡的紫色，仿佛是夜空中最柔和的云彩。背景为中国传统水墨画风格，以淡墨勾勒出水波纹和海底的珊瑚礁，整个画面呈现出一种幽静而神秘的氛围。,动物\鱼名\䰽䰽之魚.png,beibeizhiyu（䰽䰽之魚）,"prompt: The Baibai fish in the ""Classic of Mountains and Seas"" is an image of a mysterious deep-sea fish, with a slender and curved body and scales shining with dark blue light. The head has a pair of huge eyes that emit a faint blue light that twinkles like stars in the dark. The fins are wide and transparent, with a hint of purple at the edges, as if they are the softest clouds in the night sky. The background is in the style of traditional Chinese ink painting, with light ink outlining water ripples and coral reefs on the seabed, and the whole picture presents a quiet and mysterious atmosphere."
鱖,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学的彩色水墨画风格，描绘一条鱖鱼在清澈的溪流中游动，鱖鱼体形修长，鳞片细腻，色彩斑斓，头部略尖，眼睛明亮有神，鱼鳍轻盈透明，背景是典型的江南水乡景色，包括垂柳、荷花和古桥，画面充满诗意和宁静之美。,动物\鱼名\鱖.png,gui（鱖）,"Prompt: Colorful ink painting style of traditional Chinese aesthetics, depicting a sturgeon swimming in a clear stream, the mandarin sturgeon is slender, the scales are delicate, colorful, the head is slightly pointed, the eyes are bright and the fish fins are light and transparent, the background is typical Jiangnan water town scenery, including weeping willows, lotus flowers and ancient bridges, the picture is full of poetic and tranquil beauty."
鮯鮯之魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如鯉,六足,鳥尾,其鳴自𠮧,",prompt: 一只名为鮯鮯之鱼的神秘生物，其形状如同鲤鱼，但拥有六只脚和鸟一样的尾巴。它的叫声独特，仿佛在呼唤自己的名字。请以传统中国美学的彩色水墨风格绘制，展现出它在水中游动的姿态，背景可以是古老的山川河流，画面中融入一些神话元素，如云雾缭绕的山峰、古老的树木和流水潺潺的小溪。,动物\鱼名\鮯鮯之魚.png,gegezhiyu（鮯鮯之魚）,"Prompt: A mysterious creature called the catfish fish, shaped like a carp but with six feet and a tail like a bird. Its call is unique, as if calling its own name. Paint in the style of traditional Chinese aesthetics to show it swimming in the water, with ancient mountains and rivers in the background, and mythological elements such as misty peaks, ancient trees, and gurgling streams."
怪魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》的怪鱼，身体长而扁平，鳞片呈现出深蓝色和紫色的渐变，背部有几排锋利的鳍刺，头部两侧各有一只发光的眼睛，嘴巴宽大且布满尖锐的牙齿，尾巴细长分叉，在水中游动时如同闪电一般迅速。整体风格参考古代彩色水墨画，背景为幽暗的海底，点缀着奇异的珊瑚和水草。,动物\鱼名\怪魚.png,guaiyu（怪魚）,"Prompt: A strange fish from the ""Classic of Mountains and Seas"", with a long and flat body, scales showing a gradient of dark blue and purple, several rows of sharp fin spines on its back, a glowing eye on each side of its head, a wide mouth full of sharp teeth, a slender and forked tail, and as fast as lightning when swimming in the water. The overall style is a reference to ancient colorful ink paintings, with a dark seabed in the background, dotted with exotic corals and aquatic plants."
鱤魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨画风格的鱤魚，体态修长，鳞片细腻，游弋于清澈的山涧溪流中，周围环绕着青翠的水草和奇石，背景是淡雅的远山和云雾，画面充满诗意与宁静之美。,动物\鱼名\鱤魚.png,ganyu（鱤魚）,"prompt: The traditional Chinese ink painting style of the carp, slender body, delicate scales, swimming in the clear mountain streams, surrounded by verdant aquatic plants and strange rocks, the background is the elegant distant mountains and clouds, the picture is full of poetic and tranquil beauty."
